Recency,Frequency,Monetary
0,11,3989.57
85,3,1487.78
45,2,1312.1399999999999
4,4,781.78
50,6,877.4300000000001
17,1,185.46
29,1,270.9
7,3,562.6800000000001
28,3,1838.6100000000001
40,2,920.1
10,4,1258.08
30,1,71.0
44,3,95.85
60,3,357.77
184,2,154.82999999999998
78,6,835.86
110,2,716.0
63,1,146.87
11,2,380.35
85,3,1030.14
15,3,734.5699999999999
245,2,388.33
87,1,1253.22
29,1,112.4
137,1,449.73
26,3,1055.69
2,5,1036.58
31,4,1735.18
24,1,932.53
112,3,339.44
156,1,642.02
84,3,1100.9
117,3,864.32
2,9,5589.83
95,6,3185.64
193,1,240.89000000000001
27,1,399.09
130,1,496.38
27,5,1353.83
81,3,1179.89
29,5,3080.39
265,1,234.24
73,11,5116.13
313,4,528.29
20,7,1421.79
58,3,855.45
27,9,2659.87
113,1,304.24
27,9,2390.43
17,4,1444.84
17,4,813.77
35,3,841.0799999999999
35,2,375.86
77,1,118.80000000000001
21,2,285.5
24,2,288.91
32,2,2003.85
108,3,1405.78
34,2,2747.9900000000002
122,5,1552.45
6,6,2050.08
27,4,1991.01
3,7,1972.55
2,9,3802.81
49,4,1774.03
321,1,270.2
22,3,1296.36
14,4,992.6800000000001
1,8,937.92
17,2,971.74
9,4,1621.73
261,1,25.5
158,2,665.78
28,6,873.61
164,1,163.29999999999998
46,1,231.61
5,8,739.72
7,3,806.9000000000001
287,1,116.19999999999999
317,1,157.02
2,2,593.61
232,1,307.46
118,1,138.32
161,1,345.29999999999995
184,1,294.24
49,1,230.5
151,5,989.45
334,1,157.09
4,5,2463.17
15,7,4892.240000000001
106,2,413.2
15,7,1139.73
275,1,380.5
246,1,454.12
238,1,579.0
0,2,984.57
105,3,749.78
22,4,1698.09
51,1,124.88
194,3,1503.5
23,1,213.78
74,1,329.34
17,2,251.70000000000002
7,2,306.55
31,3,1266.97
21,3,1534.73
30,6,3518.03
28,10,1707.21
21,2,293.1
32,7,2466.4
283,1,158.68
38,2,189.49
57,2,816.88
288,1,224.91
78,1,317.76
4,8,3755.65
217,1,59.9
43,4,1430.94
201,1,306.13
177,3,711.79
55,4,769.77
56,2,239.92000000000002
7,6,3286.9100000000003
46,2,144.0
226,1,203.95
10,7,2295.73
105,2,383.75
58,2,249.74
27,7,2093.68
35,7,1674.46
360,1,226.78
29,1,1013.01
23,3,692.22
53,1,289.78
35,6,3560.08
174,4,1412.41
53,1,384.08
52,1,204.24
26,8,2299.67
252,1,226.85
39,7,2741.08
59,6,974.12
233,1,113.5
3,10,1951.97
31,1,114.23
6,2,334.48
64,1,328.65
309,2,381.89
308,1,393.49
18,6,939.32
15,8,1906.09
95,2,318.76
263,8,3470.22
11,10,3093.92
2,2,417.77
34,1,190.88
182,1,149.89000000000001
24,2,550.06
12,6,916.13
10,2,314.69
312,1,382.5
107,2,1135.04
52,1,954.9
204,1,171.45
14,1,280.09000000000003
119,1,318.65
3,2,381.97
362,1,269.83
116,2,348.91
17,1,178.26
4,2,271.19
40,2,291.48
106,2,240.0
147,2,581.23
51,5,1253.3600000000001
207,1,63.440000000000005
138,2,550.01
1,3,296.58
126,2,317.2
107,4,763.64
41,4,2144.53
34,1,107.82
227,2,1065.3500000000001
240,1,246.04
57,1,187.82999999999998
129,3,1685.46
59,6,1636.58
21,1,151.37
25,7,1049.06
8,7,1417.63
31,3,922.77
3,2,513.01
307,1,550.8000000000001
7,9,1854.06
28,3,547.0
16,1,128.18
100,2,498.42
11,4,656.61
20,1,163.24
14,5,1119.93
360,1,250.04
94,1,82.75
77,2,1384.85
138,3,644.3
30,1,2291.81
24,8,2514.76
45,3,2562.18
99,3,1200.6200000000001
7,2,657.16
14,7,891.04
17,4,986.48
279,1,96.8
13,2,523.11
22,2,363.9
123,1,175.2
85,1,494.25
301,2,306.6
150,4,1931.46
93,2,243.36
156,3,682.29
354,1,193.64
45,1,157.62
14,4,519.6899999999999
85,1,228.96
14,5,1156.6
178,1,98.25
7,4,1251.44
35,3,587.15
128,2,1740.0
50,1,1393.06
311,1,178.22
23,2,384.39
302,2,360.81
10,1,127.86
16,3,568.24
48,3,488.2
238,2,312.23
0,11,4437.23
12,8,4762.32
237,1,167.55
22,8,1315.72
72,4,446.18
16,3,418.4
40,8,1337.18
39,4,646.92
218,2,495.77
198,3,400.1
70,2,203.2
10,1,389.71999999999997
64,1,65.4
3,1,193.39000000000001
18,2,336.4
14,1,256.11
7,6,2686.42
19,2,746.81
77,4,1259.56
163,2,508.8
306,2,411.27
218,1,203.86999999999998
21,2,681.41
114,3,653.38
125,5,2097.84
4,12,2598.85
35,1,263.92
0,3,997.45
332,3,1883.22
162,1,32.65
184,2,771.85
15,5,1214.72
11,3,778.94
2,7,1258.06
43,2,778.0
79,1,507.84
41,2,463.46000000000004
10,12,4200.97
49,3,598.83
15,6,1853.13
45,2,663.63
18,2,759.17
7,6,5022.26
71,1,100.8
127,3,512.12
32,2,265.76
312,1,403.3
17,2,365.76
87,1,303.15999999999997
1,7,2333.42
1,2,216.29999999999998
253,1,378.3
156,3,177.1
36,6,2227.2599999999998
219,1,534.24
151,2,2389.1
176,2,120.9
39,2,541.53
1,7,2500.21
0,7,1648.95
17,2,486.71999999999997
191,4,517.53
203,1,131.7
364,1,249.86
126,5,1737.7
14,1,316.5
42,2,657.3
93,6,452.63
22,3,735.82
59,2,662.94
15,5,1860.81
157,1,289.96000000000004
9,2,763.28
9,2,137.0
15,5,1843.06
44,5,1125.07
190,3,697.54
78,1,194.37
77,1,506.32
3,4,1249.34
64,3,414.04
260,1,396.87
58,2,376.64
0,7,1996.47
0,10,3541.92
247,1,374.57
7,2,497.56
358,1,271.05
75,1,272.22
289,1,622.88
16,3,1138.0
220,2,288.6
8,4,689.1
2,2,558.96
205,9,2745.2799999999997
161,2,1145.84
75,1,294.29
261,2,605.58
280,1,387.31
24,1,308.48
28,10,2920.04
71,1,513.2
127,1,208.65
30,4,639.02
14,5,764.88
308,1,153.94
16,6,1839.07
53,1,546.81
29,3,721.9599999999999
1,5,1066.15
10,4,652.74
360,1,145.0
359,1,422.70000000000005
4,4,706.7
53,4,888.86
0,8,3539.5
0,10,2362.53
189,1,296.7
53,1,223.36
279,1,164.4
176,1,76.5
29,2,887.67
25,1,98.42
24,2,570.4
269,1,170.75
42,3,642.32
233,1,0.0
23,2,148.86
196,3,267.16
358,1,290.34
59,4,930.41
129,1,1487.6
0,5,1952.45
19,2,480.31
205,1,157.9
13,3,541.46
94,4,854.95
18,1,165.12
13,7,1107.38
23,3,454.01
7,2,869.77
6,8,4066.17
331,1,344.14
49,4,1424.42
70,4,226.75000000000003
28,3,362.9
242,1,185.65
217,1,124.74
4,3,440.2
252,3,212.77
235,1,175.27
6,2,1227.3
108,4,1116.68
99,3,1240.2
59,4,2402.92
1,3,1466.77
72,7,2192.7200000000003
3,5,3908.08
84,2,993.18
11,2,386.69
22,7,2806.69
213,1,2044.3700000000001
17,1,161.67000000000002
238,1,116.00999999999999
1,6,5002.22
77,1,390.97
216,2,309.36
32,2,191.99
40,5,1091.78
52,6,2000.32
56,1,386.32
129,3,329.6
173,3,571.1999999999999
5,3,930.28
311,1,214.37
59,1,81.44
20,3,1379.9
32,1,527.0500000000001
14,2,843.48
17,4,2020.4
80,1,75.75
5,8,1784.12
169,2,503.59999999999997
1,3,528.33
30,4,1309.84
35,9,2358.59
18,1,265.93
30,2,547.0600000000001
275,1,108.5
86,1,621.66
119,2,712.29
372,1,101.55
0,11,2811.64
218,3,994.39
64,1,133.06
60,4,1789.55
137,1,861.74
20,1,166.08
11,10,3888.17
24,12,4737.13
36,4,1175.88
276,1,117.55
10,7,2571.7400000000002
72,5,1674.69
25,2,485.88
16,12,2954.75
140,1,178.75
25,7,1788.27
18,2,604.64
3,2,728.16
65,5,2055.51
0,2,347.75
42,7,3406.7200000000003
227,1,205.7
15,4,1286.08
49,2,3106.62
1,6,1588.07
73,2,551.04
3,6,1371.18
263,1,298.11
52,2,1992.1100000000001
23,1,184.4
9,6,2459.33
43,1,239.41
16,7,3155.83
357,2,290.40000000000003
126,4,718.0799999999999
136,1,187.01999999999998
141,1,283.12
131,2,765.34
37,8,2221.9
235,1,338.95
260,1,154.95
16,4,2518.7400000000002
252,1,417.95
29,4,1807.87
34,3,798.74
168,2,885.19
2,9,1781.12
184,2,152.4
187,2,263.33
169,1,137.45
10,2,385.1
44,1,522.91
320,1,153.0
200,1,326.4
22,11,5550.79
231,1,139.35
25,4,1195.94
95,4,2410.64
126,6,3276.4000000000005
70,3,995.6500000000001
15,11,3371.13
14,1,1042.55
3,3,2860.71
2,13,5288.83
78,4,929.2
372,1,303.97
38,2,692.19
53,3,700.63
8,3,337.49
8,2,168.24
18,4,1863.35
11,7,2786.05
112,2,355.11
3,6,2322.4
239,1,98.8
112,1,65.45
177,2,674.52
4,9,1694.16
358,1,80.64
0,5,1664.65
18,8,3408.2000000000003
16,3,818.71
21,2,287.59
32,1,712.78
262,1,15.0
50,2,772.55
158,3,367.63
14,1,271.2
7,3,2081.9
12,10,3920.08
198,5,1143.27
56,2,245.33
10,2,173.45
96,4,1213.73
254,1,56.4
24,3,647.56
20,3,633.92
158,2,188.02
71,2,283.47
52,1,131.94
84,2,266.85
152,4,1817.54
73,2,1112.95
280,1,225.9
29,1,106.1
24,1,300.34
179,2,342.83
39,4,690.0
21,3,780.43
21,10,3009.32
36,9,1186.21
81,3,1285.04
73,1,512.31
10,1,546.04
15,12,5352.66
12,4,699.81
13,5,1641.79
36,4,36.56
3,3,387.68
71,7,3661.0699999999997
50,1,298.4
4,5,1987.33
22,4,1105.78
298,1,889.24
1,3,398.7
32,1,35.400000000000006
49,1,155.37
2,3,342.24
46,1,109.83
41,8,1502.48
26,5,2267.4
41,1,318.15
302,1,197.73
106,1,51.559999999999995
80,9,901.1999999999999
217,4,605.8000000000001
11,2,114.34
184,2,311.26
372,1,208.97
1,4,1393.79
5,12,5140.66
304,1,141.92000000000002
368,1,226.45000000000002
2,8,2056.2799999999997
323,1,330.9
58,6,3160.0
12,3,554.85
142,1,325.7
29,6,583.52
106,5,428.18
1,12,1860.94
204,1,155.9
79,5,1675.18
184,6,658.26
169,1,237.61
43,1,379.45
173,1,178.51999999999998
364,1,458.92
303,1,133.35000000000002
2,4,664.34
3,4,695.0699999999999
11,1,156.34
31,3,869.28
128,1,111.35
20,8,515.73
211,2,201.37
322,2,586.89
161,1,203.85999999999999
55,3,244.1
224,1,107.21
71,8,1118.54
43,1,95.45
22,1,256.32
172,3,516.3100000000001
84,2,152.06
158,1,154.55
189,2,30.0
28,1,110.38
20,1,168.32
70,4,798.99
246,1,72.9
373,1,232.03
8,1,366.23
309,5,294.65999999999997
58,2,408.65
3,1,329.36
44,3,335.03
87,1,1304.04
63,4,820.23
281,1,207.50000000000003
11,7,2914.7400000000002
372,1,244.08
132,2,397.29
44,2,184.46
10,4,834.5
35,5,1740.48
133,2,408.36
28,3,1331.57
51,2,704.25
137,2,142.89
4,1,380.13
8,7,4301.22
159,1,99.14
48,9,2152.1800000000003
130,1,304.56
7,1,77.50000000000001
232,2,149.57999999999998
36,1,176.68
146,1,358.56000000000006
71,3,472.12
39,3,990.8400000000001
4,12,2291.68
198,4,557.3
248,1,12.75
65,1,110.72
116,1,508.4599999999999
170,1,73.78
141,1,102.41
31,2,463.21
37,5,1098.43
371,1,112.27
373,1,265.1
165,2,228.2
210,1,562.79
241,1,135.19
51,1,337.04
24,3,703.99
14,13,4384.76
371,1,321.79
28,1,288.14
364,1,300.91999999999996
35,4,709.11
165,3,811.45
144,1,152.68
21,1,631.35
55,1,20.8
184,1,198.57
11,7,191.17000000000002
236,3,630.84
224,2,93.35
121,4,626.09
281,1,76.1
73,8,1667.52
36,2,380.39
11,2,415.13
361,1,157.92
3,2,226.47
22,1,444.68
69,9,2116.19
234,1,242.29
256,1,174.8
372,1,102.78999999999999
154,2,187.29
27,1,154.27
3,1,120.03
31,5,1477.66
80,3,523.0
107,2,122.14
51,1,38.45
35,1,612.72
152,2,236.77999999999997
98,1,115.31
3,2,220.7
333,1,73.5
64,1,93.82000000000001
21,2,418.68
35,3,713.89
31,3,403.12
153,6,70.02
18,2,357.20000000000005
53,1,165.04999999999998
24,3,529.29
3,10,2085.65
44,1,178.34
202,2,172.29000000000002
358,1,74.4
70,1,297.07
287,1,363.65
9,1,170.16
22,3,296.71
21,10,2119.41
172,3,720.52
132,2,814.0
74,1,318.0
39,1,396.33
288,1,101.69999999999999
25,5,1999.34
257,2,453.0
185,1,20.04
113,12,3846.7400000000002
373,1,489.6
22,10,2538.7200000000003
7,11,2584.41
216,2,336.13
44,4,3613.15
18,2,1231.5
35,3,343.45
25,1,680.84
15,1,90.47999999999999
329,2,689.95
273,1,101.34
290,1,3202.9199999999996
60,1,166.03
92,4,2083.42
81,7,3017.3
312,2,580.0500000000001
11,3,849.06
7,6,2662.4
126,1,168.31
10,2,222.4
36,1,754.64
37,1,113.48000000000002
329,1,421.9
253,1,264.65
19,1,168.55
11,2,352.69
368,1,76.32000000000001
289,1,220.1
67,8,1399.51
25,1,314.4
367,1,180.7
213,1,111.15
148,2,653.3
7,6,1791.84
23,2,574.4399999999999
29,4,1130.1
60,1,198.58
18,3,347.08
242,1,112.55000000000001
14,3,1045.74
211,1,931.4999999999999
28,5,681.9100000000001
62,3,761.83
294,1,152.65
156,2,1014.9
116,2,1000.16
7,12,2888.75
12,4,2861.55
140,2,160.35000000000002
45,2,179.33999999999997
50,3,612.0799999999999
31,3,566.58
134,2,653.35
2,2,399.19
74,3,347.82
12,2,675.64
8,2,451.75
300,1,530.15
56,2,638.0600000000001
14,5,1612.79
36,1,394.7
176,1,302.46000000000004
22,3,1280.21
175,6,1150.29
60,1,202.65
32,3,980.31
58,5,1208.51
86,4,2106.84
6,1,104.0
357,1,448.65
30,6,1313.6200000000001
128,4,1573.41
8,6,1793.17
4,6,1843.75
23,1,366.85
226,2,617.27
14,1,49.8
248,1,304.25
14,3,1998.94
77,2,1084.34
191,2,274.51
261,1,207.79999999999998
71,1,957.97
164,1,233.81
81,1,896.0
94,2,686.63
105,1,150.35
199,3,1396.99
156,1,160.42000000000002
70,3,1960.95
35,2,517.36
28,1,139.10000000000002
1,6,2621.38
25,5,600.07
325,1,216.07
236,1,232.48000000000002
88,1,299.34000000000003
30,1,481.75
28,2,621.75
210,2,606.22
2,10,2019.77
226,1,298.92
21,5,1033.31
92,1,443.0
263,1,158.95000000000002
2,12,5388.66
43,11,5192.1
217,1,93.75
56,2,769.2
8,7,2797.6000000000004
191,5,2054.67
81,4,582.47
325,1,440.0
71,3,1796.48
29,6,882.24
2,5,987.1
218,5,1561.6100000000001
45,1,422.58
71,4,2232.4900000000002
6,7,2567.06
23,2,596.1
122,2,793.52
16,1,95.34
309,1,342.92
86,1,4314.72
50,2,518.27
88,1,103.3
38,8,2274.03
24,3,2338.6000000000004
172,6,2580.15
42,2,324.24
139,1,149.48
25,3,1211.08
71,2,801.51
133,1,25.5
365,1,138.9
37,2,244.9
2,6,3063.98
1,3,204.0
29,1,0.0
43,1,329.61
57,1,110.38
73,1,173.9
277,1,180.60000000000002
180,1,80.82
7,2,176.6
42,3,1837.28
